station,valid,lon,lat,elevation,tmpf,dwpf,feel,sknt
EDN,2023-07-04 08:35,-85.9048,31.2982,104.85,75.40,75.40,75.40,0.00
PLR,2023-07-04 08:35,-86.2491,33.5588,144.69,,,,0.00
1R8,2023-07-04 08:35,-87.8193,30.8703,72.03,77.00,77.00,77.00,0.00
HDL,2023-07-04 08:35,-85.3125,31.3641,108.00,78.80,78.80,78.80,4.00
1A9,2023-07-04 08:35,-86.5127,32.4387,63.56,73.00,71.00,73.00,0.00
ASN,2023-07-04 08:35,-86.0512,33.5695,155.32,71.40,71.00,71.40,0.00
ALX,2023-07-04 08:35,-85.9613,32.9143,193.00,71.00,70.70,70.90,0.00
ANB,2023-07-04 08:36,-85.8479,33.5904,182.00,72.00,71.00,72.00,0.00
HSV,2023-07-04 08:53,-86.7861,34.6439,196.00,71.00,70.00,71.10,3.00
EET,2023-07-04 08:53,-86.7818,33.1784,172.00,73.00,70.00,73.00,0.00
TOI,2023-07-04 08:53,-86.0121,31.8604,121.00,78.00,73.00,78.10,0.00
DHN,2023-07-04 08:53,-85.4500,31.3200,122.00,78.00,75.00,78.10,4.00
GZH,2023-07-04 08:53,-87.0441,31.4158,79.00,75.00,73.00,75.00,0.00
MGM,2023-07-04 08:53,-86.3940,32.3006,62.00,77.00,73.00,77.00,0.00
MSL,2023-07-04 08:53,-87.5996,34.7439,168.00,72.00,70.00,72.00,3.00
DCU,2023-07-04 08:53,-86.9453,34.6525,177.00,70.00,69.00,70.00,3.00
BHM,2023-07-04 08:53,-86.7449,33.5655,192.00,72.00,69.00,72.00,0.00
ANB,2023-07-04 08:53,-85.8479,33.5904,182.00,72.00,71.00,72.00,3.00
TCL,2023-07-04 08:53,-87.6161,33.2119,52.00,72.00,71.00,72.00,0.00
BFM,2023-07-04 08:53,-88.0681,30.6268,8.00,80.00,74.00,84.64,3.00
MDQ,2023-07-04 08:55,-86.5600,34.8600,230.00,68.50,67.60,68.50,0.00
JKA,2023-07-04 08:55,-87.6718,30.2905,4.90,78.80,75.20,78.80,0.00
4A9,2023-07-04 08:55,-85.7214,34.4737,267.00,69.00,68.50,68.90,0.00
ALX,2023-07-04 08:55,-85.9613,32.9143,193.00,71.00,70.70,71.10,0.00
8A0,2023-07-04 08:55,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
4A6,2023-07-04 08:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 08:55,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-04 08:55,-87.8770,30.4605,27.00,75.20,73.40,75.20,0.00
CMD,2023-07-04 08:55,-86.8580,34.2687,289.02,69.80,69.80,69.80,0.00
DYA,2023-07-04 08:55,-87.9541,32.4638,32.25,73.20,72.30,73.20,0.00
SEM,2023-07-04 08:55,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-04 08:55,-86.3055,33.1718,170.50,71.80,70.50,71.80,0.00
1A9,2023-07-04 08:55,-86.5127,32.4387,63.56,73.00,71.20,72.90,0.00
EDN,2023-07-04 08:55,-85.9048,31.2982,104.85,75.40,75.40,75.40,0.00
PLR,2023-07-04 08:55,-86.2491,33.5588,144.69,69.80,69.80,69.80,0.00
1R8,2023-07-04 08:55,-87.8193,30.8703,72.03,77.00,77.00,77.00,0.00
HDL,2023-07-04 08:55,-85.3125,31.3641,108.00,78.80,78.80,78.80,0.00
HEY,2023-07-04 08:55,-85.6543,31.3460,97.00,75.70,75.40,75.70,0.00
LOR,2023-07-04 08:55,-85.7511,31.3558,74.00,74.70,74.30,74.70,0.00
MXF,2023-07-04 08:55,-86.3658,32.3829,51.00,74.80,71.00,74.80,0.00
OZR,2023-07-04 08:55,-85.7134,31.2758,91.00,75.40,74.00,75.40,4.00
SXS,2023-07-04 08:55,-85.8549,31.3612,122.26,76.60,76.00,76.60,3.00
ASN,2023-07-04 08:55,-86.0512,33.5695,155.32,71.00,71.00,71.10,0.00
MOB,2023-07-04 08:56,-88.2456,30.6883,67.00,80.00,72.00,83.94,4.00
EKY,2023-07-04 08:56,-86.9263,33.3126,213.73,71.00,,,0.00
79J,2023-07-04 08:56,-86.3902,31.3061,98.00,76.00,74.00,75.90,0.00
1M4,2023-07-04 08:56,-87.6004,34.2803,284.00,69.00,69.00,69.10,0.00
GAD,2023-07-04 08:56,-86.0891,33.9727,173.00,69.00,69.00,69.10,0.00
0J4,2023-07-04 08:58,-86.3119,31.0447,91.00,78.00,72.00,78.10,0.00
PRN,2023-07-04 08:58,-86.6107,31.8457,137.50,75.00,73.00,75.00,3.00
EUF,2023-07-04 08:58,-85.1289,31.9513,87.00,74.00,74.00,73.90,0.00
ANB,2023-07-04 09:11,-85.8479,33.5904,182.00,72.00,70.00,72.00,3.00
MDQ,2023-07-04 09:15,-86.5600,34.8600,230.00,68.20,67.30,68.20,0.00
4A9,2023-07-04 09:15,-85.7214,34.4737,267.00,69.00,68.50,68.90,0.00
4A6,2023-07-04 09:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 09:15,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-04 09:15,-87.8770,30.4605,27.00,75.20,73.40,75.20,0.00
CMD,2023-07-04 09:15,-86.8580,34.2687,289.02,69.80,69.80,69.80,0.00
DYA,2023-07-04 09:15,-87.9541,32.4638,32.25,73.00,72.50,73.00,0.00
SEM,2023-07-04 09:15,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
1A9,2023-07-04 09:15,-86.5127,32.4387,63.56,73.00,71.40,73.00,0.00
EDN,2023-07-04 09:15,-85.9048,31.2982,104.85,75.40,75.40,75.40,0.00
PLR,2023-07-04 09:15,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
JKA,2023-07-04 09:15,-87.6718,30.2905,4.90,78.80,77.00,78.80,3.00
8A0,2023-07-04 09:15,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
1R8,2023-07-04 09:15,-87.8193,30.8703,72.03,77.00,75.20,77.00,0.00
HDL,2023-07-04 09:15,-85.3125,31.3641,108.00,77.00,77.00,77.00,0.00
ALX,2023-07-04 09:15,-85.9613,32.9143,193.00,71.20,71.00,71.20,0.00
ASN,2023-07-04 09:15,-86.0512,33.5695,155.32,71.20,71.00,71.20,0.00
SCD,2023-07-04 09:20,-86.3055,33.1718,170.50,71.00,70.00,71.10,0.00
4A6,2023-07-04 09:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 09:35,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
DYA,2023-07-04 09:35,-87.9541,32.4638,32.25,72.70,72.50,72.70,0.00
SEM,2023-07-04 09:35,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
PLR,2023-07-04 09:35,-86.2491,33.5588,144.69,69.80,69.80,69.80,0.00
JKA,2023-07-04 09:35,-87.6718,30.2905,4.90,78.80,77.00,78.80,6.00
4A9,2023-07-04 09:35,-85.7214,34.4737,267.00,68.70,68.50,68.70,3.00
8A0,2023-07-04 09:35,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
CQF,2023-07-04 09:35,-87.8770,30.4605,27.00,75.20,73.40,75.20,0.00
CMD,2023-07-04 09:35,-86.8580,34.2687,289.02,69.80,69.80,69.80,0.00
SCD,2023-07-04 09:35,-86.3055,33.1718,170.50,71.00,70.20,70.90,0.00
1A9,2023-07-04 09:35,-86.5127,32.4387,63.56,73.00,71.20,72.90,0.00
EDN,2023-07-04 09:35,-85.9048,31.2982,104.85,74.80,74.80,74.80,0.00
1R8,2023-07-04 09:35,-87.8193,30.8703,72.03,77.00,75.20,77.00,0.00
HDL,2023-07-04 09:35,-85.3125,31.3641,108.00,77.00,77.00,77.00,4.00
MDQ,2023-07-04 09:35,-86.5600,34.8600,230.00,67.80,67.00,67.80,0.00
ALX,2023-07-04 09:35,-85.9613,32.9143,193.00,71.20,71.00,71.20,0.00
ASN,2023-07-04 09:35,-86.0512,33.5695,155.32,71.00,71.00,71.10,0.00
1M4,2023-07-04 09:36,-87.6004,34.2803,284.00,69.80,69.80,69.80,0.00
HSV,2023-07-04 09:53,-86.7861,34.6439,196.00,70.00,70.00,70.00,3.00
DHN,2023-07-04 09:53,-85.4500,31.3200,122.00,78.00,75.00,78.10,3.00
GZH,2023-07-04 09:53,-87.0441,31.4158,79.00,75.00,72.00,75.00,0.00
ANB,2023-07-04 09:53,-85.8479,33.5904,182.00,72.00,70.00,72.00,3.00
MSL,2023-07-04 09:53,-87.5996,34.7439,168.00,72.00,70.00,72.00,0.00
EET,2023-07-04 09:53,-86.7818,33.1784,172.00,72.00,71.00,72.00,0.00
DCU,2023-07-04 09:53,-86.9453,34.6525,177.00,70.00,69.00,70.00,0.00
BHM,2023-07-04 09:53,-86.7449,33.5655,192.00,72.00,69.00,72.00,0.00
BFM,2023-07-04 09:53,-88.0681,30.6268,8.00,79.00,74.00,79.00,0.00
MGM,2023-07-04 09:53,-86.3940,32.3006,62.00,77.00,74.00,77.00,0.00
TCL,2023-07-04 09:53,-87.6161,33.2119,52.00,72.00,71.00,72.00,0.00
TOI,2023-07-04 09:53,-86.0121,31.8604,121.00,78.00,74.00,78.10,0.00
JKA,2023-07-04 09:55,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
4A9,2023-07-04 09:55,-85.7214,34.4737,267.00,68.70,68.50,68.70,0.00
8A0,2023-07-04 09:55,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
4A6,2023-07-04 09:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 09:55,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-04 09:55,-87.8770,30.4605,27.00,75.20,73.40,75.20,0.00
CMD,2023-07-04 09:55,-86.8580,34.2687,289.02,68.00,68.00,68.00,0.00
DYA,2023-07-04 09:55,-87.9541,32.4638,32.25,71.80,71.80,71.80,0.00
SEM,2023-07-04 09:55,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-04 09:55,-86.3055,33.1718,170.50,71.00,70.20,70.90,0.00
1A9,2023-07-04 09:55,-86.5127,32.4387,63.56,73.00,71.60,72.90,0.00
EDN,2023-07-04 09:55,-85.9048,31.2982,104.85,75.20,75.20,75.20,0.00
ASN,2023-07-04 09:55,-86.0512,33.5695,155.32,71.60,71.20,71.60,0.00
PLR,2023-07-04 09:55,-86.2491,33.5588,144.69,71.60,71.60,71.60,
1R8,2023-07-04 09:55,-87.8193,30.8703,72.03,75.20,75.20,75.20,3.00
HDL,2023-07-04 09:55,-85.3125,31.3641,108.00,77.00,77.00,77.00,3.00
HEY,2023-07-04 09:55,-85.6543,31.3460,97.00,75.20,74.80,75.20,0.00
MXF,2023-07-04 09:55,-86.3658,32.3829,51.00,75.20,70.70,75.20,3.00
OZR,2023-07-04 09:55,-85.7134,31.2758,91.00,75.20,74.30,75.20,3.00
MDQ,2023-07-04 09:55,-86.5600,34.8600,230.00,68.00,67.00,68.00,0.00
ALX,2023-07-04 09:55,-85.9613,32.9143,193.00,71.20,71.00,71.20,0.00
SXS,2023-07-04 09:55,-85.8549,31.3612,122.26,76.30,76.00,76.30,0.00
LOR,2023-07-04 09:55,-85.7511,31.3558,74.00,74.00,73.80,74.10,0.00
MOB,2023-07-04 09:56,-88.2456,30.6883,67.00,78.00,72.00,78.10,3.00
EKY,2023-07-04 09:56,-86.9263,33.3126,213.73,70.00,,,0.00
79J,2023-07-04 09:56,-86.3902,31.3061,98.00,76.00,74.00,75.90,0.00
1M4,2023-07-04 09:56,-87.6004,34.2803,284.00,69.00,69.00,69.10,0.00
GAD,2023-07-04 09:56,-86.0891,33.9727,173.00,69.00,69.00,69.10,0.00
EUF,2023-07-04 09:58,-85.1289,31.9513,87.00,74.00,73.00,73.90,0.00
0J4,2023-07-04 09:58,-86.3119,31.0447,91.00,77.00,72.00,77.00,0.00
4A9,2023-07-04 10:15,-85.7214,34.4737,267.00,68.70,68.50,68.70,0.00
ALX,2023-07-04 10:15,-85.9613,32.9143,193.00,71.00,70.70,70.90,0.00
1M4,2023-07-04 10:15,-87.6004,34.2803,284.00,69.80,69.80,69.80,0.00
4A6,2023-07-04 10:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 10:15,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-04 10:15,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-04 10:15,-86.8580,34.2687,289.02,69.80,69.80,69.80,0.00
DYA,2023-07-04 10:15,-87.9541,32.4638,32.25,71.60,71.60,71.60,0.00
SEM,2023-07-04 10:15,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-04 10:15,-86.3055,33.1718,170.50,71.00,70.20,71.10,0.00
1A9,2023-07-04 10:15,-86.5127,32.4387,63.56,72.70,71.60,72.70,0.00
EDN,2023-07-04 10:15,-85.9048,31.2982,104.85,74.50,74.50,74.50,0.00
PLR,2023-07-04 10:15,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
JKA,2023-07-04 10:15,-87.6718,30.2905,4.90,78.80,77.00,78.80,6.00
8A0,2023-07-04 10:15,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
1R8,2023-07-04 10:15,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-04 10:15,-85.3125,31.3641,108.00,77.00,77.00,77.00,3.00
MDQ,2023-07-04 10:15,-86.5600,34.8600,230.00,67.80,67.00,67.80,0.00
ASN,2023-07-04 10:15,-86.0512,33.5695,155.32,71.60,71.00,71.60,0.00
4A9,2023-07-04 10:35,-85.7214,34.4737,267.00,68.70,68.40,68.70,0.00
ALX,2023-07-04 10:35,-85.9613,32.9143,193.00,71.60,71.20,71.60,0.00
4A6,2023-07-04 10:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 10:35,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
DYA,2023-07-04 10:35,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-04 10:35,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-04 10:35,-86.3055,33.1718,170.50,71.00,70.20,70.90,0.00
EDN,2023-07-04 10:35,-85.9048,31.2982,104.85,75.20,75.20,75.20,0.00
PLR,2023-07-04 10:35,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
MDQ,2023-07-04 10:35,-86.5600,34.8600,230.00,68.20,67.50,68.20,0.00
JKA,2023-07-04 10:35,-87.6718,30.2905,4.90,78.80,75.20,78.80,4.00
8A0,2023-07-04 10:35,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
CQF,2023-07-04 10:35,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-04 10:35,-86.8580,34.2687,289.02,69.80,69.80,69.80,0.00
1R8,2023-07-04 10:35,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-04 10:35,-85.3125,31.3641,108.00,77.00,77.00,77.00,0.00
1A9,2023-07-04 10:35,-86.5127,32.4387,63.56,72.50,71.00,72.50,0.00
ASN,2023-07-04 10:35,-86.0512,33.5695,155.32,71.00,71.00,71.10,0.00
SXS,2023-07-04 10:50,-85.8549,31.3612,122.26,77.00,75.20,77.00,0.00
LOR,2023-07-04 10:51,-85.7511,31.3558,74.00,73.40,73.40,73.40,0.00
HSV,2023-07-04 10:53,-86.7861,34.6439,196.00,71.00,70.00,71.10,5.00
DHN,2023-07-04 10:53,-85.4500,31.3200,122.00,78.00,75.00,78.10,3.00
GZH,2023-07-04 10:53,-87.0441,31.4158,79.00,75.00,72.00,75.00,0.00
BHM,2023-07-04 10:53,-86.7449,33.5655,192.00,71.00,68.00,71.10,0.00
ANB,2023-07-04 10:53,-85.8479,33.5904,182.00,72.00,70.00,72.00,0.00
MGM,2023-07-04 10:53,-86.3940,32.3006,62.00,76.00,73.00,75.90,4.00
EET,2023-07-04 10:53,-86.7818,33.1784,172.00,72.00,71.00,72.00,0.00
TOI,2023-07-04 10:53,-86.0121,31.8604,121.00,79.00,74.00,79.00,0.00
DCU,2023-07-04 10:53,-86.9453,34.6525,177.00,70.00,69.00,70.00,0.00
BFM,2023-07-04 10:53,-88.0681,30.6268,8.00,79.00,74.00,79.00,0.00
TCL,2023-07-04 10:53,-87.6161,33.2119,52.00,72.00,71.00,72.00,4.00
MSL,2023-07-04 10:53,-87.5996,34.7439,168.00,72.00,69.00,72.00,0.00
MDQ,2023-07-04 10:55,-86.5600,34.8600,230.00,68.40,67.50,68.40,0.00
JKA,2023-07-04 10:55,-87.6718,30.2905,4.90,78.80,75.20,78.80,0.00
4A9,2023-07-04 10:55,-85.7214,34.4737,267.00,68.70,68.50,68.70,3.00
8A0,2023-07-04 10:55,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
4A6,2023-07-04 10:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 10:55,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-04 10:55,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-04 10:55,-86.8580,34.2687,289.02,68.00,68.00,68.00,0.00
DYA,2023-07-04 10:55,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-04 10:55,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-04 10:55,-86.3055,33.1718,170.50,70.70,70.20,70.70,0.00
1A9,2023-07-04 10:55,-86.5127,32.4387,63.56,72.30,71.60,72.30,0.00
EDN,2023-07-04 10:55,-85.9048,31.2982,104.85,75.20,75.20,75.20,0.00
PLR,2023-07-04 10:55,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
1R8,2023-07-04 10:55,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-04 10:55,-85.3125,31.3641,108.00,77.00,77.00,77.00,0.00
HEY,2023-07-04 10:55,-85.6543,31.3460,97.00,75.00,74.70,75.00,0.00
OZR,2023-07-04 10:55,-85.7134,31.2758,91.00,76.00,74.30,75.90,0.00
SXS,2023-07-04 10:55,-85.8549,31.3612,122.26,76.00,75.70,76.10,0.00
ASN,2023-07-04 10:55,-86.0512,33.5695,155.32,71.20,71.00,71.20,0.00
ALX,2023-07-04 10:55,-85.9613,32.9143,193.00,71.60,71.00,71.60,0.00
MXF,2023-07-04 10:55,-86.3658,32.3829,51.00,74.70,71.00,74.70,0.00
LOR,2023-07-04 10:55,-85.7511,31.3558,74.00,74.00,73.60,73.90,0.00
MOB,2023-07-04 10:56,-88.2456,30.6883,67.00,78.00,73.00,78.10,5.00
GAD,2023-07-04 10:56,-86.0891,33.9727,173.00,68.00,68.00,68.00,0.00
EKY,2023-07-04 10:56,-86.9263,33.3126,213.73,70.00,,,0.00
79J,2023-07-04 10:56,-86.3902,31.3061,98.00,77.00,74.00,77.00,0.00
1M4,2023-07-04 10:56,-87.6004,34.2803,284.00,69.00,69.00,69.10,0.00
PRN,2023-07-04 10:58,-86.6107,31.8457,137.50,73.00,73.00,73.00,0.00
EUF,2023-07-04 10:58,-85.1289,31.9513,87.00,74.00,73.00,73.90,0.00
0J4,2023-07-04 10:58,-86.3119,31.0447,91.00,77.00,72.00,77.00,0.00
MDQ,2023-07-04 11:15,-86.5600,34.8600,230.00,68.50,67.50,68.50,0.00
4A9,2023-07-04 11:15,-85.7214,34.4737,267.00,69.00,68.70,68.90,4.00
ALX,2023-07-04 11:15,-85.9613,32.9143,193.00,71.80,71.60,71.80,0.00
4A6,2023-07-04 11:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 11:15,-87.3142,33.9020,147.00,69.80,69.80,69.80,0.00
CQF,2023-07-04 11:15,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-04 11:15,-86.8580,34.2687,289.02,69.80,69.80,69.80,0.00
DYA,2023-07-04 11:15,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-04 11:15,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-04 11:15,-86.3055,33.1718,170.50,70.70,70.20,70.70,0.00
1A9,2023-07-04 11:15,-86.5127,32.4387,63.56,72.50,72.00,72.50,0.00
EDN,2023-07-04 11:15,-85.9048,31.2982,104.85,75.40,75.40,75.40,0.00
ASN,2023-07-04 11:15,-86.0512,33.5695,155.32,71.00,70.70,71.10,0.00
PLR,2023-07-04 11:15,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
JKA,2023-07-04 11:15,-87.6718,30.2905,4.90,77.00,75.20,77.00,0.00
8A0,2023-07-04 11:15,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
1R8,2023-07-04 11:15,-87.8193,30.8703,72.03,77.00,75.20,77.00,3.00
HDL,2023-07-04 11:15,-85.3125,31.3641,108.00,77.00,77.00,77.00,0.00
OZR,2023-07-04 11:26,-85.7134,31.2758,91.00,75.20,75.20,75.20,0.00
HEY,2023-07-04 11:32,-85.6543,31.3460,97.00,75.20,75.20,75.20,0.00
GAD,2023-07-04 11:33,-86.0891,33.9727,173.00,69.80,69.80,69.80,0.00
MDQ,2023-07-04 11:35,-86.5600,34.8600,230.00,69.00,67.60,68.90,0.00
JKA,2023-07-04 11:35,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
4A9,2023-07-04 11:35,-85.7214,34.4737,267.00,69.00,68.70,69.10,0.00
8A0,2023-07-04 11:35,-86.2481,34.2316,317.00,68.00,68.00,68.00,0.00
4A6,2023-07-04 11:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 11:35,-87.3142,33.9020,147.00,71.60,71.60,71.60,0.00
CQF,2023-07-04 11:35,-87.8770,30.4605,27.00,75.20,75.20,75.20,0.00
CMD,2023-07-04 11:35,-86.8580,34.2687,289.02,69.80,69.80,69.80,0.00
DYA,2023-07-04 11:35,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-04 11:35,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
SCD,2023-07-04 11:35,-86.3055,33.1718,170.50,71.20,70.70,71.20,0.00
1A9,2023-07-04 11:35,-86.5127,32.4387,63.56,73.40,71.80,73.40,0.00
EDN,2023-07-04 11:35,-85.9048,31.2982,104.85,75.70,75.70,75.70,0.00
ASN,2023-07-04 11:35,-86.0512,33.5695,155.32,71.40,70.70,71.40,0.00
PLR,2023-07-04 11:35,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
1R8,2023-07-04 11:35,-87.8193,30.8703,72.03,77.00,75.20,77.00,0.00
HDL,2023-07-04 11:35,-85.3125,31.3641,108.00,77.00,77.00,77.00,0.00
ALX,2023-07-04 11:35,-85.9613,32.9143,193.00,71.60,71.00,71.60,0.00
1M4,2023-07-04 11:38,-87.6004,34.2803,284.00,69.80,69.80,69.80,0.00
EET,2023-07-04 11:53,-86.7818,33.1784,172.00,73.00,72.00,73.00,0.00
TOI,2023-07-04 11:53,-86.0121,31.8604,121.00,79.00,75.00,79.00,0.00
DHN,2023-07-04 11:53,-85.4500,31.3200,122.00,79.00,75.00,79.00,0.00
DCU,2023-07-04 11:53,-86.9453,34.6525,177.00,71.00,70.00,71.10,0.00
ANB,2023-07-04 11:53,-85.8479,33.5904,182.00,73.00,70.00,73.00,5.00
MGM,2023-07-04 11:53,-86.3940,32.3006,62.00,77.00,73.00,77.00,3.00
TCL,2023-07-04 11:53,-87.6161,33.2119,52.00,73.00,72.00,73.00,3.00
MSL,2023-07-04 11:53,-87.5996,34.7439,168.00,73.00,70.00,73.00,0.00
HSV,2023-07-04 11:53,-86.7861,34.6439,196.00,72.00,71.00,72.00,3.00
GZH,2023-07-04 11:53,-87.0441,31.4158,79.00,77.00,74.00,77.00,0.00
BHM,2023-07-04 11:53,-86.7449,33.5655,192.00,72.00,69.00,72.00,0.00
BFM,2023-07-04 11:53,-88.0681,30.6268,8.00,80.00,74.00,84.64,0.00
MDQ,2023-07-04 11:55,-86.5600,34.8600,230.00,69.80,68.00,69.80,0.00
JKA,2023-07-04 11:55,-87.6718,30.2905,4.90,80.60,77.00,87.59,3.00
4A9,2023-07-04 11:55,-85.7214,34.4737,267.00,69.30,68.70,69.30,3.00
ALX,2023-07-04 11:55,-85.9613,32.9143,193.00,72.00,71.80,72.10,0.00
8A0,2023-07-04 11:55,-86.2481,34.2316,317.00,69.80,68.00,69.80,0.00
4A6,2023-07-04 11:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 11:55,-87.3142,33.9020,147.00,71.60,71.60,71.60,0.00
CQF,2023-07-04 11:55,-87.8770,30.4605,27.00,77.00,77.00,77.00,0.00
CMD,2023-07-04 11:55,-86.8580,34.2687,289.02,69.80,69.80,69.80,4.00
DYA,2023-07-04 11:55,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-04 11:55,-86.9878,32.3439,44.25,75.20,75.20,75.20,0.00
1A9,2023-07-04 11:55,-86.5127,32.4387,63.56,74.50,71.80,74.50,0.00
EDN,2023-07-04 11:55,-85.9048,31.2982,104.85,76.50,76.50,76.50,0.00
ASN,2023-07-04 11:55,-86.0512,33.5695,155.32,71.80,70.70,71.80,0.00
PLR,2023-07-04 11:55,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
1R8,2023-07-04 11:55,-87.8193,30.8703,72.03,78.80,77.00,78.80,0.00
HDL,2023-07-04 11:55,-85.3125,31.3641,108.00,78.80,77.00,78.80,0.00
MXF,2023-07-04 11:55,-86.3658,32.3829,51.00,76.00,70.50,76.10,3.00
OZR,2023-07-04 11:55,-85.7134,31.2758,91.00,76.00,74.50,76.10,0.00
SXS,2023-07-04 11:55,-85.8549,31.3612,122.26,78.30,77.00,78.30,0.00
SCD,2023-07-04 11:55,-86.3055,33.1718,170.50,72.50,71.00,72.50,0.00
HEY,2023-07-04 11:55,-85.6543,31.3460,97.00,76.00,75.70,76.10,0.00
LOR,2023-07-04 11:55,-85.7511,31.3558,74.00,76.00,75.60,75.90,0.00
1M4,2023-07-04 11:56,-87.6004,34.2803,284.00,70.00,70.00,70.00,0.00
MOB,2023-07-04 11:56,-88.2456,30.6883,67.00,79.00,73.00,79.00,4.00
GAD,2023-07-04 11:56,-86.0891,33.9727,173.00,70.00,70.00,70.00,0.00
EKY,2023-07-04 11:56,-86.9263,33.3126,213.73,73.00,73.00,73.00,0.00
79J,2023-07-04 11:56,-86.3902,31.3061,98.00,76.00,74.00,75.90,0.00
0J4,2023-07-04 11:58,-86.3119,31.0447,91.00,78.00,73.00,78.10,0.00
PRN,2023-07-04 11:58,-86.6107,31.8457,137.50,75.00,74.00,75.00,0.00
EUF,2023-07-04 11:58,-85.1289,31.9513,87.00,78.00,76.00,78.10,0.00
MDQ,2023-07-04 12:15,-86.5600,34.8600,230.00,70.30,68.70,70.30,0.00
8A0,2023-07-04 12:15,-86.2481,34.2316,317.00,69.80,68.00,69.80,0.00
4A6,2023-07-04 12:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-04 12:15,-87.3142,33.9020,147.00,71.60,71.60,71.60,0.00
CQF,2023-07-04 12:15,-87.8770,30.4605,27.00,78.80,77.00,78.80,0.00
SCD,2023-07-04 12:15,-86.3055,33.1718,170.50,73.40,70.50,73.40,0.00
CMD,2023-07-04 12:15,-86.8580,34.2687,289.02,71.60,71.60,71.60,4.00
DYA,2023-07-04 12:15,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-04 12:15,-86.9878,32.3439,44.25,77.00,77.00,77.00,0.00
1A9,2023-07-04 12:15,-86.5127,32.4387,63.56,75.40,72.00,75.40,0.00
EDN,2023-07-04 12:15,-85.9048,31.2982,104.85,77.00,76.60,77.00,0.00
PLR,2023-07-04 12:15,-86.2491,33.5588,144.69,71.60,71.60,71.60,0.00
